강좌명,학습기관,학습기간,접수기간,강사명,수강료,교육방법,교육대상,교육주기,교육정원,교육장소,교육문의전화,접수방법,직업능력개발_훈련비지원,교육공고_링크,조회수
가이드없이 척척! 떠나는 여행 영어,부산진구평생학습관,2024.09.23 ~ 2024.12.09,2024.09.05 ~ 2024.09.11,지승희,무료,Offline (오프라인),일반성인,,25,강의실2,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7095&lectureCode=20240828HSBO7270&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
"백세인생, 항노화스포츠",부산진구평생학습관,2024.09.23 ~ 2024.12.09,2024.09.05 ~ 2024.09.11,박우만,무료,Offline (오프라인),일반성인,,15,다목적홀,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7087&lectureCode=20240828MHCI2075&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
"일상 속 힐링, 아크릴화",부산진구평생학습관,2024.09.23 ~ 2024.12.09,2024.09.05 ~ 2024.09.11,이은정,무료,Offline (오프라인),일반성인,,20,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7107&lectureCode=20240828XKRR6112&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
젊어지는 나의 첫 영어,부산진구평생학습관,2024.09.23 ~ 2024.12.09,2024.09.05 ~ 2024.09.11,지승희,무료,Offline (오프라인),일반성인,,25,강의실4,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7093&lectureCode=20240828SWCT3065&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
부수로 보는 한자,부산진구평생학습관,2024.09.23 ~ 2024.11.25,2024.09.05 ~ 2024.09.11,덕우회,무료,Offline (오프라인),일반성인,,25,강의실2,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7092&lectureCode=20240828ECDW5934&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
[소연아트랩] 악필교정 캘리그라피 3급 자격증반,부산진구평생학습관,2024.09.23 ~ 2024.11.25,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7007&lectureCode=20240814RYEK4156&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[침선공예연구회] 내손으로 척척 일상복 만들기,부산진구평생학습관,2024.09.23 ~ 2024.11.11,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7021&lectureCode=20240814WEGX5202&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
조경기능사(실기_도면)[일반강좌],수영구평생학습관,2024.09.23 ~ 2024.11.05,2024.08.29 ~ 2024.09.06,정은주,무료,Offline (오프라인),일반성인,,8,"3강의실, 6강의실",051-610-4872,온라인접수,수강료 미지원,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=272688,0
바디 플로우 요가[일반강좌],수영구평생학습관,2024.09.23 ~ 2024.11.04,2024.08.29 ~ 2024.09.06,이서윤,무료,Offline (오프라인),일반성인,,16,학습관 2강의실,051-610-4872,온라인접수,수강료 미지원,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=272674,0
"지금, 여기 사하林 [산림치유 프로그램]",사하구평생학습관,2024.09.23 ~ 2024.10.28,2024.08.22 ~ 2024.09.16,김영정외,무료,Offline (오프라인),일반성인,월 | 09:30 ~ 12:00,15,"사하구평생학습관, 승학산 치유의 숲",051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5674,0
[푸어푸어공방] 왁스카빙 은제품 만들기(심화),부산진구평생학습관,2024.09.23 ~ 2024.10.28,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7058&lectureCode=20240816AQIN6639&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
알아두면 유용한 생활 속 법률상식,해운대구 평생학습관,2024.09.23 ~ 2024.10.21,2024.08.12 ~ 2024.08.13,임승현,무료,Offline (오프라인),일반성인,"주 1회, 총 5차시(10시간)",25,해운대구 평생학습관,051-749-5635,온라인접수,수강료 미지원,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024080108,0
[헤르테세라믹] 유니크한 주방템 만들기(오전),부산진구평생학습관,2024.09.23 ~ 2024.10.21,2024.08.23 ~ 2024.09.02,,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7049&lectureCode=20240816USGV9641&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[헤르테세라믹] 유니크한 주방템 만들기(저녁),부산진구평생학습관,2024.09.23 ~ 2024.10.21,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7083&lectureCode=20240823VGML0074&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[은모루] 레터링 반지 만들기,부산진구평생학습관,2024.09.22 ~ 2024.10.06,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7073&lectureCode=20240816SCMB2679&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
아동인권교육 전문가 2급 과정[일반강좌],수영구평생학습관,2024.09.21 ~ 2024.10.26,2024.08.29 ~ 2024.09.06,김기훈,무료,Offline (오프라인),일반성인,,20,학습관 5강의실,051-610-4872,온라인접수,수강료 미지원,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=272691,0
[곰방공방] 터프팅 클래스 (주말),부산진구평생학습관,2024.09.21 ~ 2024.10.19,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7039&lectureCode=20240814WUIH7239&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[장애인식개선교육] (9/21) 시각장애 공감하기(자녀+보호자),북구평생학습관,2024.09.21 ~ 2024.09.21,2024.09.02 ~ 2024.09.19,,무료,Offline (오프라인),기타,토,6,만덕도서관 3층 강좌실,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2456,0
[토요일 클래스] 가을 옷 입은 모루인형(2개),영도구평생학습관,2024.09.21 ~ 2024.09.21,2024.08.26 ~ 2024.09.08,김지연,무료,Offline (오프라인),기타,,10,영도구평생학습관,051-419-4515,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2878,0
[원북3색특강청소년]'열다섯에 곰이라니' 자기 자신 알고 바로 보는 법,영도구평생학습관,2024.09.21 ~ 2024.09.21,2024.08.22 ~ 2024.09.18,,무료,Offline (오프라인),기타,,15,도서관 지하1층 지혜+강의실,051-419-4836,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2888,0
[토요일 클래스] 천연 폼 클렌져,영도구평생학습관,2024.09.21 ~ 2024.09.21,2024.08.26 ~ 2024.09.06,한유연,무료,Offline (오프라인),기타,,10,영도구평생학습관,051-419-4515,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2879,0
이야기꽃할머니 스토리텔링(9/21),영도구평생학습관,2024.09.21 ~ 2024.09.21,2024.09.04 ~ 2024.09.20,,무료,Offline (오프라인),기타,,15,영도도서관 어린이자료실 내 유아방,051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2912,0
[휴먼라이브러리 사람초대석] (9/21) 루나파크 홍인혜 작가와의 만남,북구평생학습관,2024.09.21 ~ 2024.09.21,2024.08.30 ~ 2024.09.19,,무료,Offline (오프라인),일반성인,토,50,만덕도서관 3층 다목적실,051-309-4164,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2459,0
[토요일 클래스] 내가 만드는 봉래산 둘레길 테라리움,영도구평생학습관,2024.09.21 ~ 2024.09.21,2024.08.26 ~ 2024.09.08,나미란,무료,Offline (오프라인),기타,,10,영도구평생학습관,051-419-4515,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2877,0
(9/21) 가족이 함께 떠나는 숲체험 & 놀이 - 숲속에서 만나는 동화나라,북구평생학습관,2024.09.21 ~ 2024.09.21,2024.08.14 ~ 2024.09.13,,무료,Offline (오프라인),기타,토,10,야외수업(화명생태공원),,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2448,0
버블 앤 벌룬쇼 ？환상의 B.B.쇼？,영도구평생학습관,2024.09.21 ~ 2024.09.21,2024.09.03 ~ 2024.09.19,,무료,Offline (오프라인),기타,,100,영도어울림문화공원 학여울마당(야외공연장),051-419-4835,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2872,0
시니어 모델 양성과정 *시니어(50~65세) 우선 선발*,사하구평생학습관,2024.09.20 ~ 2024.12.06,2024.08.22 ~ 2024.09.13,"김희연,김효선",무료,Offline (오프라인),일반성인,금 | 10:00 ~ 12:00,20,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5661,0
[퀼트마인] 레드웍 들꽃자수를 수놓은 가을 소품,부산진구평생학습관,2024.09.20 ~ 2024.11.22,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7062&lectureCode=20240816QNAY9921&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
풀잎작은도서관 〈MBTI로 알아보는 나만의 향수 만들기〉,영도구평생학습관,2024.09.20 ~ 2024.09.20,2024.09.03 ~ 2024.09.18,,무료,Offline (오프라인),기타,,10,풀잎작은도서관(영선2동 행정복지센터 3층),051-419-4831,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2895,0
9월 폴짝폴짝 체험형 동화구연(9.20.) A반,영도구평생학습관,2024.09.20 ~ 2024.09.20,2024.09.10 ~ 2024.09.19,,무료,Offline (오프라인),기타,,7,영도도서관 지하1층 폴짝폴짝,051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2917,0
9월 폴짝폴짝 체험형 동화구연(9.20.) B반,영도구평생학습관,2024.09.20 ~ 2024.09.20,2024.09.10 ~ 2024.09.19,,무료,Offline (오프라인),기타,,7,영도도서관 지하1층 폴짝폴짝,051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2918,0
장애인 비장애인이 함께하는 스마트폰 인물사진 작가교실,사하구평생학습관,2024.09.19 ~ 2024.12.12,2024.08.22 ~ 2024.09.12,박혜윤,무료,Offline (오프라인),일반성인,목 | 14:00 ~ 16:00,20,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5662,0
[이쌤캘리아트] 예쁜글씨와 동화가 있는 초등캘리그라피,부산진구평생학습관,2024.09.14 ~ 2024.10.05,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7067&lectureCode=20240816FAAK9108&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[가족] 추석맞이! 캐릭터 송편 만들기,사하구평생학습관,2024.09.14 ~ 2024.09.14,2024.08.22 ~ 2024.09.07,"이정겸,강연우",무료,Offline (오프라인),기타,토 | 10:00 ~ 12:00,20,음식나라제과제빵학원,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5651,0
[원북3색특강아동]'나를 찾아줘!' 생명의 소중함과 문제 해결 방법 생각하기,영도구평생학습관,2024.09.14 ~ 2024.09.14,2024.08.22 ~ 2024.09.11,,무료,Offline (오프라인),기타,,10,,--,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2889,0
？자개 책갈피 만들기？,영도구평생학습관,2024.09.14 ~ 2024.09.14,2024.08.20 ~ 2024.09.01,,무료,Offline (오프라인),기타,,20,영도도서관 1층 로비,051-419-4835,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2868,0
[곰방공방] 터프팅 거울만들기,부산진구평생학습관,2024.09.14 ~ 2024.09.14,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7086&lectureCode=20240823IWSE3416&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
9월 토요스토리텔링,영도구평생학습관,2024.09.14 ~ 2024.09.14,2024.09.03 ~ 2024.09.14,,무료,Offline (오프라인),기타,,10,영도도서관 1층 어린이자료실,051-419-4839,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2890,0
젊어지는 나의 첫 영어,북구평생학습관,2024.09.13 ~ 2024.11.29,2024.08.14 ~ 2024.09.05,,무료,Offline (오프라인),일반성인,금,20,만덕도서관 강좌실,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2429,0
[퀼트마인] 레드웍 들꽃자수를 수놓은 가을 소품,부산진구평생학습관,2024.09.13 ~ 2024.11.22,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7062&lectureCode=20240816QNAY9921&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
좋아요를 부르는 인스타그램 사용법[일반강좌],수영구평생학습관,2024.09.13 ~ 2024.11.22,2024.08.28 ~ 2024.09.06,이준욱,무료,Offline (오프라인),일반성인,,12,학습관3강의실,051-610-4872,온라인접수,수강료 미지원,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=271950,0
[우리동네 인문학 교실] 동화 읽는 어른들(일반 성인),북구평생학습관,2024.09.13 ~ 2024.11.01,2024.08.05 ~ 2024.09.06,,무료,Offline (오프라인),일반성인,금,10,북구다문화가족지원센터(공동육아나눔터 화정점),,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2417,0
9월 폴짝폴짝 체험형 동화구연(9.13.) B반,영도구평생학습관,2024.09.13 ~ 2024.09.13,2024.09.03 ~ 2024.09.12,,무료,Offline (오프라인),기타,,7,영도도서관 지하1층 폴짝폴짝,051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2893,0
9월 폴짝폴짝 체험형 동화구연(9.13.) A반,영도구평생학습관,2024.09.13 ~ 2024.09.13,2024.09.03 ~ 2024.09.12,,무료,Offline (오프라인),기타,,7,영도도서관 지하1층 폴짝폴짝,051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2892,0
알면 알수록 빠져드는 색연필화[일반강좌],수영구평생학습관,2024.09.12 ~ 2024.12.05,2024.08.29 ~ 2024.09.06,유명희,무료,Offline (오프라인),일반성인,,19,학습관 5강의실,051-610-4872,온라인접수,수강료 미지원,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=271959,0
제대로 배워보는 홈트레이닝[일반강좌],수영구평생학습관,2024.09.12 ~ 2024.12.05,2024.08.29 ~ 2024.09.06,김혜진,무료,Offline (오프라인),일반성인,,16,학습관 2강의실,051-610-4872,온라인접수,수강료 미지원,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=272682,0
[평생학습센터] 하와이 훌라댄스,중구평생학습관,2024.09.12 ~ 2024.12.05,2024.09.02 ~ 2024.09.04,심은주,무료,Offline (오프라인),일반성인,,10,그린그린센터,051-600-4165,온라인접수,수강료 미지원,http://www.bsjunggu.go.kr/yeyak/board/view.junggu?boardId=BBS_0000078&menuCd=DOM_000001001002000000&dataSid=237572,0
[이쌤캘리아트] 내 글씨가 예술 글씨로 변하는 체인지 캘리그라피,부산진구평생학습관,2024.09.12 ~ 2024.11.21,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7070&lectureCode=20240816CJAM3533&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
