출처,기업명,제목,급여,등록일,마감일,근무지역,경력,학력,근무형태,근무직종,연락처,세부내용,자격면허,링크
워크넷,(주)디이씨오,[남천동] 아파트 청소원 모집,월급 154만원 ~ 154만원,24/09/09,정보 없음,"부산광역시 수영구 황령대로473번길 15, .. (남천동, 남천 엑슬루타워)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 29시간)",사업시설 유지․관리 서비스업,051-310-4226,"<td>
              
              =============================<br/>◆ 사상구청 채용대행 건 입니다.◆<br/>=============================<br/><br/>- 남천동 아파트 단지내 청소<br/>- (평일) 09:00~15:30 / 토 09:00~12:00 (주 6일)<br/><br/><br/>*  채용담당자  [ ☎ 051-310-4226]<br/>*  담당자와 통화 후 면접시간, 장소 안내 받으시길 바랍니다.
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002409090006&rtnTarget=list2
워크넷,주식회사 씨에이치엠,[안락동] SK텔레콤 안락사옥 미화직원 채용,월급 204만원 ~ 204만원,24/09/09,정보 없음,"부산광역시 동래구 충렬대로 412, 안락동 SK텔레콤 (안락동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 35시간)",비주거용 부동산 관리업,,"<td>
              
              [안락동] SK텔레콤 안락사옥 미화직원 채용<br/><br/>- 근무지: 충렬대로 412 (안락동) SK텔레콤<br/>- 직무내용 : 건물 내외부 청소, 화단관리<br/>- 근무시간 : 오전 06:00~15:00 <br/>   (휴게시간: 09:~10:00, 12:00~13:00 2시간) 주5일, 35시간<br/>- 입사예정일 : 2024. 10월 초<br/>- 급여 : 월 2,041,560원<br/>- 제출서류 : 이력서,자기소개서<br/>- 지원방법 : 워크넷 입사지원시스템, 자사채용사이트(c00780@i-chm.co.kr)<br/>
</td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBQ002409090006&rtnTarget=list3
워크넷,참기쁜방문요양센터,[망미동] 재가요양보호사 모집,"시급 9,860원 ~ 12,500원",24/09/09,정보 없음,"부산광역시 수영구 금련로9번길 15, 배산역 1번 출구 인근 (망미동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              [망미동] 재가요양보호사 모집<br/>- 수영구금련로9번길 (배산역 1번출구 인근)<br/>- 4등급 여자어르신, 90대 초반, 아들거주 (직장 근무 중)<br/>- 주6일, 월~금 13:00~16:00, / 토요일 :  월1-2회 근무<br/>- 시급: 9,860원(수당포함 시 약 12,500원)<br/>- 가사지원, 정서지원, 신체활동지원 등<br/>- 채용담당자 010-3566-2707 / 051-757-2707 [참기쁜요양센터]
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002409090007&rtnTarget=list4
워크넷,주식회사휴노츠,부산서부터미널 및 애플아울렛 미화업무,월급 192만원 ~ 192만원,24/09/09,정보 없음,"부산광역시 사상구 사상로 201, 서부터미널/애플아웃렛 (괘법동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 35시간)",사업시설 유지․관리 서비스업,,"<td>
              
              - 부산서부터미널 및 애플아울렛 미화원 채용<br/>- 대합실, 화장실 등 미화업무<br/>- 근무시간 : 9:00 ~ 18:00  (휴게시간 2시간 포함)<br/>- 주중5일(스케줄근무/주말근무 가능자)
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0052409090003&rtnTarget=list5
워크넷,다함께노인재가복지센터,[대신동] 재가요양보호사 모집,"시급 9,860원 이상",24/09/09,24/11/08 마감,"부산광역시 서구 서대신동1가 대영로38번길 11, 1차 (서대신동1가, 대신 푸르지오)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",노인 요양 복지시설 운영업,,"<td>
              
              ▶ 서구 대신동 푸르지오1차<br/>-  3등급 여자어르신<br/>-  시간 :13:30~16:30(주6일)<br/>-  식사도움, 가사지원, 일상생활지원<br/><br/><br/>제수당포함 12,500원 <br/><br/>
</td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10112409090006&rtnTarget=list6
워크넷,가가노인방문요양센터,[감천동] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",24/09/09,정보 없음,"부산광역시 사하구 을숙도대로 855, . (감천동, 전원빌라)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",보건업,,"<td>
              
              -감천동 전원빌라(국민체육센터 인근)<br/>-4등급 80세 독거 할머니(실내거동가능)<br/>-12:00~15:00<br/>-주6일(월~토)<br/>-식사준비, 심부름, 장 보기, 병원 대리처방 등<br/>-시급 12,400원(시급 9,860원 + 주휴수당, 연차수당 별도 지급 포함) <br/><br/>*추석이후 면접예정이며 미리 지원바랍니다.<br/>*10월 1일부터 출근예정<br/>*지원문의: 센터장님 010-2989-2770
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912409090008&rtnTarget=list7
워크넷,행복마루노인재가복지센터,[온천동] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",24/09/09,24/09/23 마감,부산광역시 동래구 금강로 140-1 (온천동),경력 (최소 0년 6 개월 이상) 필수,학력무관,"주 6일 근무
(주 소정근로시간: 24시간)",방문 복지서비스 제공업,,"<td>
              
              - 2등급 86세 남자 어르신 (부부거주)<br/>- 주6일 / 09:00~13:00<br/>- 시급: 9,860원 (제세수당 별도)<br/>- 가사 지원 위주 업무임<br/>- 행복마루 노인재가센터 :  010-4864-8521<br/><br/>*실제 서비스 제공기간에 따라 임금을계산하여 지급하는 형태로 채용 시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBB002409090002&rtnTarget=list8
워크넷,주식회사 만송,감전동 제조공장 내 현장 청소,월급 215만원 ~ 215만원,24/09/09,정보 없음,부산광역시 사상구 낙동대로 864 (감전동),관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 35시간)",상용 인력 공급 및 인사관리 서비스업,051-220-5692,"<td>
              
              공장 내 청소 및 잡일(공정 중 발생한 이물질 및 포장재수거 등)<br/>실근무 7시간 (휴게 2시간)  <br/> <br/><br/>* 부산 사하구청 일자리지원센터에서 서류전형 채용대행접수 진행중입니다. <br/>지원 문의: 051-220-5692 실제 구직지원 의사 있는 분들만 접수 부탁드립니다.
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130052409090010&rtnTarget=list9
워크넷,동심어린이집,[신평동] 어린이집 조리사 구인,월급 129만원 이상,24/09/09,정보 없음,"부산광역시 사하구 장평로301번길 11, 동심어린이집 (신평동)",경력 (최소 0년 6 개월 이상) 우대,학력무관,"주 5일 근무
(주 소정근로시간: 25시간)",보육시설 운영업,051-220-5695,"<td>
              
              [신평동] 어린이집 조리사 <br/>- 근무시간 : 08:00~13:00(월~금, 25시간)<br/>- 월급여 : 1,291,660원<br/>- 조리기능사자격증 필수 / 어린이집 단체급식경력자 우대<br/><br/>*사하구청 일자리지원센터 채용대행중입니다. <br/>지원문의 : 051-220-5695 실제 구직지원 의사 있는 분들만 지원부탁드립니다.
            </td>","한식조리기능사(필수) ,
양식조리기능사(필수)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBK002409090001&rtnTarget=list10
워크넷,(주)한특,[명장동] e편한세상동래명장아파트 미화원 모집,월급 167만원 ~ 167만원,24/09/09,24/11/08 마감,"부산광역시 동래구 명장로 65, . (명장동, e편한세상 동래명장)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 33시간)",사업시설 유지․관리 서비스업,,"<td>
              
              [명장동] e편한세상동래명장아파트 미화원 모집<br/><br/>- 주 6일, (월~금) 09:00~16:00, (토) 09:00-12:00<br/>   휴게시간(12:00~13:00)<br/>- 월급 1,670,980원 <br/>- 문의 010-2511-9831 /채용담당자 통화 후 지원<br/>- 팩스 051-807-1413<br/>* 3개월 단위로 계약 연장<br/>※ 이력서 팩스 발송 시 이력서 위 [e편한세상동래명장아파트 미화원] 기재 후 지원 바람
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002409090005&rtnTarget=list1
워크넷,나눔누리주식회사,[북구 금곡동] 요양보호사 선생님을 모십니다,"시급 12,500원 ~ 12,500원",24/09/09,정보 없음,"부산광역시 북구 효열로162번길 41 (금곡동, 협진태양아파트)",관계없음,학력무관,주 6일 근무,방문 복지서비스 제공업,,"<td>
              
              [북구 금곡동] 요양보호사 선생님을 모십니다<br/>- 대상자: 3등급 70대 후반 남자 어르신 (배우자 동거 , 해당 시간 부재)<br/>- 근무시간: 14시30분~17시30분 (주 6일 / 일 3시간 근무)<br/>- 근무내용: 일상생활 도움, 식사 차림, 약 챙김, 청소, 산책 운동<br/>- 시급: 12,500원(수당 포함) <br/>- 근무장소: 북구 금곡동 조성협진아파트<br/>- 자격증: 요양보호사 자격증<br/>- 채용담당자: 010-5527-6161 (연락 후 방문)<br/><br/>*동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 <br/>채용시 근로자마다 주소정 근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음<br/>
</td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10922409090003&rtnTarget=list2
워크넷,스폰지노인복지센터,[가야동] 4등급 재가요양보호사 모집,"시급 9,860원 이상",24/09/09,24/10/08 마감,"부산광역시 부산진구 가야공원로40번길 27-4, .. (가야동)",경력 (최소 1년 0 개월 이상) 우대,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              [일산맨션 인근 근무예정]<br/>* 4등급 여자 어르신 87세<br/>* 주6일 13:00~16:00(3시간)<br/>* 시급12,500원(주휴수당, 연차수당 포함)<br/>* 대상자 눈이 잘 보이지 않아 일상생활 지원 및 장보기 등<br/>* 채용담당자: 010-5874-5640
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912409090006&rtnTarget=list3
워크넷,(주)한특,LH7단지 아파트 미화원 모집(정관),월급 154만원 이상,24/09/09,정보 없음,"부산광역시 기장군 정관읍 모전로 41, . (정관신도시 엘에이치 7단지 아파트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 29시간)",사업시설 유지․관리 서비스업,,"<td>
              
              - 업  체 명 : (주)한특<br/>- 근무주소 : 정관읍 모전로41, LH7단지아파트<br/>- 모집직종 : 아파트 미화원 1명<br/>- 근무시간 : 평일 09:00~16:00(휴게 12:00-13:00) (수습 3개월 계약 후 3개월씩 재연장)<br/>- 급여사항 : 월 1,542,400원 <br/>- 복리후생 : 4대 보험<br/>- 접수방법 : 전화 후 팩스  - 이력서<br/>- 담당자 : 010-2511-9831<br/>- 팩스 : 051-807-1413
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002409090001&rtnTarget=list4
워크넷,태영개발주식회사,[사직동] 사직2차 쌍용예가 아파트/ 미화원 모집,월급 128만원 ~ 128만원,24/09/09,정보 없음,"부산광역시 동래구 쇠미로40번길 55, . (사직동, 사직2차 쌍용예가)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 25시간)",상용 인력 공급 및 인사관리 서비스업,,"<td>
              
              [사직동] 사직2차 쌍용예가 아파트/ 미화원 모집합니다.<br/><br/>- 아파트 단지 내, 외부 청소<br/>- 주 5일, 9시~15시 (휴게시간포함) <br/>- 월급: 1,285,260원<br/>- 채용후 즉시 근무<br/>※ 지원방법 및 문의 : ☎ 010-9230-1896 통화 후 방문지원 [태영개발주식회사] ※ <br/><br/>*** 전화 후 입사지원 바랍니다. 감사합니다. ***
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002409090003&rtnTarget=list5
워크넷,스마일재가복지센터,[연지동] 요양보호사 모집 [3등급 79세 여자어르신 주3일 14:00~17:00,"시급 9,860원 ~ 9,860원",24/09/09,정보 없음,"부산광역시 부산진구 성지로 37, .. (연지동, 래미안어반파크)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",건강보험업,,"<td>
              
              [연지동] 재가요양보호사 모집<br/>- 연지동 래미안어반파크<br/>- 3등급 79세 여자어르신<br/>- 식사준비 및 가사도움, 일상생활지원<br/>- 주3일 / 오후 14:00-17:00 (월 수 금)<br/>- 12,500원 (제수당포함) <br/><br/><br/>문의사항은 부산진구청 취업정보센터로 전화주세요. (051-605-6406)<br/><br/>*** 다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.<br/>
</td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBH002409090001&rtnTarget=list6
